"기관명","홈페이지주소","오픈일자"
"제주대학교","http://wcms.jejunu.ac.kr","2009-11-09"
"서울특별시강동구도시관리공단","http://www.igangdong.or.kr","2009-11-09"
"경상남도 통영시","http://tycl.go.kr","2009-11-09"
"서울특별시 강동구","http://sso.gangdong.go.kr","2009-11-10"
"지식경제부 기술표준원","http://sizekorea.kats.go.kr","2009-11-10"
"경상북도교육청 경상북도포항교육청 영일공공도서관","http://www.yilib.kr","2009-11-10"
"한국장애인고용촉진공단 고용개발원","http://edi.kead.or.kr","2009-11-11"
"충청남도 금산군","http://geumsancouncil.go.kr","2009-11-11"
"독립기념관","http://www.i815.or.kr","2009-11-11"
"제주대학교","http://ibsi.jejunu.ac.kr","2009-11-11"
"강원도 춘천시","http://www.chuncheon.go.kr","2009-11-12"
"전라북도 의회사무처","http://www.assem.jeonbuk.kr","2009-11-12"
"나사렛대학교","http://www.kornu.ac.kr","2009-11-12"
"대전광역시","http://dj119.go.kr","2009-11-12"
"광주광역시 광산구","http://www.gwangsanart.or.kr","2009-11-12"
"경상북도교육청 경상북도문경교육청 점촌공공도서관","http://jumdolib.go.kr","2009-11-12"
"경상북도 경주시","http://www.gatec.or.kr","2009-11-13"
"울산광역시도시공사","http://www.umca.co.kr","2009-11-13"
"경기도교육청 경기도양평교육청","http://www.goeyp.kr","2009-11-13"
"국토해양부 군산지방해양항만청 위성항법중앙사무소","http://www.ndgps.go.kr","2009-11-13"
"대구광역시교육청 대구광역시립남부도서관","http://nbl.or.kr","2009-11-13"
"경찰청 경찰병원","http://www.nph.go.kr","2009-11-13"
"경상남도 사천시","http://lifegis.sacheon.go.kr","2009-11-13"
"충청북도교육청 충청북도음성교육청 금왕도서관","http://www.kwlib.go.kr","2009-11-16"
"충청북도교육청","http://support.cbe.go.kr","2009-11-16"
"서울특별시교육청 서울특별시강동교육청","http://www.edugd.seoul.kr","2009-11-16"
"경기도 화성시","http://chronic.hscity.net","2009-11-16"
"인천국제공항공사","http://www.airport.kr","2009-11-16"
"울산광역시 울주군","http://assembly.ulju.ulsan.kr","2009-11-16"
"국민연금공단","http://www.nps.or.kr","2009-11-16"
"문화체육관광부 국립민속박물관","http://www.nfm.go.kr","2009-11-16"
"경상남도 사천시","http://www.toursacheon.net","2009-11-16"
"충청북도교육청 충청북도괴산증평교육청 괴산도서관","http://www.gsl.go.kr","2009-11-17"
"충청북도교육청 충청북도음성교육청 음성도서관","http://www.uslib.or.kr","2009-11-17"
"충청북도교육청 충청북도진천교육청 진천도서관","http://www.jclib.go.kr","2009-11-17"
"호원대학교","http://apply.howon.ac.kr","2009-11-17"
"경상북도교육청 경상북도청송교육청 청송공공도서관","http://www.cslib.go.kr","2009-11-17"
"경상북도","http://www.gbpalgong.go.kr","2009-11-17"
"충청남도 논산시","http://nyl.nonsan.go.kr","2009-11-17"
"경상북도교육청 경상북도립안동도서관","http://andonglib.go.kr","2009-11-17"
"전라북도 공무원교육원","http://elearning.jeonbuk.go.kr","2009-11-17"
"경상남도교육청 경상남도밀양교육청 밀양도서관","http://mlib.or.kr","2009-11-17"
"대한주택공사","http://www.lh.or.kr","2009-11-17"
"충청북도교육청 충청북도괴산증평교육청 증평도서관","http://jplib.go.kr","2009-11-18"
"충청북도교육청 충청북도충주교육청 중원도서관","http://jwlib.go.kr","2009-11-18"
"충청남도 논산시","http://www.ngl.go.kr","2009-11-18"
"충청북도교육청 충청북도보은교육청","http://www.cbbee.go.kr","2009-11-18"
"전라남도교육청 전라남도담양교육청 담양공공도서관","http://dylib.or.kr","2009-11-19"
"부산광역시 연제구","http://council.yeonje.go.kr","2009-11-19"
"경기도교육청 경기도연천교육청","http://www.goeyc.kr","2009-11-19"
"서울특별시교육청 서울특별시교육연구정보원","http://www.jinhak.or.kr","2009-11-19"
"대한지적공사","http://www.lx.or.kr","2009-11-19"
"충청북도 음성군","http://dslib.es21.go.kr","2009-11-19"
"국토해양부","http://klis.incheon.go.kr/sis/main.do","2009-11-19"
"국회 국회사무처","http://www.assembly.go.kr","2009-11-19"
"경상북도 문경시","http://coal.gbmg.go.kr","2009-11-20"
"경상북도 경산시 농업기술센터","http://www.gsa.go.kr","2009-11-20"
"부산광역시 북구 디지털도서관","http://library.bsbukgu.go.kr","2009-11-20"
"경상북도","http://www.dokdo.go.kr","2009-11-20"
"군장대학","http://www.kunjang.ac.kr","2009-11-23"
"경상북도 문경시","http://ungang.gbmg.go.kr","2009-11-23"
"경상북도 문경시 문경새재관리사무소","http://oldroad.gbmg.go.kr","2009-11-23"
"전라북도 남원시","http://council.namwon.go.kr","2009-11-23"
"부산항만공사","http://busanpa.com","2009-11-23"
"경기도교육청 경기도부천교육청","http://goebc.kr","2009-11-23"
"전라북도 전주시","http://art.jeonju.go.kr","2009-11-23"
"전라북도 전주시","http://deokjingu.jeonju.go.kr","2009-11-23"
"경상남도 김해시","http://lib.gimhae.go.kr","2009-11-23"
"전라남도교육청 전라남도보성교육청 보성공공도서관","http://www.boseonglib.or.kr","2009-11-24"
"강원도 홍천군","http://www.hccouncil.go.kr","2009-11-24"
"전라북도 전주시","http://wansangu.jeonju.go.kr","2009-11-24"
"강원도 춘천시","http://www.cccouncil.go.kr","2009-11-24"
"전라남도교육청 전라남도교육연수원","http://www.jeti.or.kr","2009-11-24"
"강원도 홍천군","http://www.hongcheon.gangwon.kr","2009-11-24"
"국토해양부","http://klis.ulsan.go.kr/sis/index.jsp","2009-11-24"
"경상남도 합천군","http://www.hcgreen.com","2009-11-25"
"전라남도교육청 전라남도진도교육청 진도공공도서관","http://www.jindolib.or.kr","2009-11-25"
"한국환경산업기술원","http://www.eduet.or.kr","2009-11-25"
"경상북도 구미시","http://www.gumilib.or.kr","2009-11-25"
"대전광역시교육청 대전교육과학연구원","http://www.des.re.kr","2009-11-25"
"부산광역시 사상구","http://www.sasang.go.kr","2009-11-25"
"경기도 군포시","http://www.gunpohealth.or.kr","2009-11-25"
"서울특별시 서울시립대학교","http://www.uos.ac.kr","2009-11-25"
"제주대학교","http://www.jejunu.ac.kr","2009-11-25"
"국토해양부","http://klis.gsnd.net","2009-11-25"
"서울특별시 광진구","http://council.gwangjin.go.kr","2009-11-25"
"경기도 오산시","http://www.osan.go.kr","2009-11-25"
"충청북도교육청 충청북도제천교육청 제천학생회관","http://jcsh.go.kr","2009-11-26"
"경상북도 성주군","http://www.gayasan.go.kr","2009-11-26"
"대구광역시교육청 대구-기타학교","http://afterschool.dgedu.net","2009-11-26"
"문경관광진흥공단","http://www.mgtpcr.or.kr","2009-11-26"
"국토해양부","http://klis.chungnam.net/sis/index.jsp","2009-11-26"
"전라남도교육청 전라남도광양교육청 광양공공도서관","http://www.gylib.or.kr","2009-11-27"
"전라북도 남원시","http://e.namwon.go.kr","2009-11-27"
"충청북도교육청 충청북도청원교육청 청원도서관","http://www.cwlib.go.kr","2009-11-27"
"전라남도교육청 전라남도화순교육청 화순공공도서관","http://www.hwasunlib.or.kr","2009-11-27"
"전라남도교육청 전라남도해남교육청 해남공공도서관","http://hnlib.or.kr","2009-11-27"
"경기도교육청 경기도립중앙도서관","http://www.pclib.or.kr","2009-11-27"
"경상북도 영주시","http://atec.yeongju.go.kr","2009-11-27"
"경기도교육청 경기도안양과천교육청","http://www.goeay.kr","2009-11-27"
"한국수출보험공사","http://www.ksure.or.kr","2009-11-27"
"총신대학교","http://www.chongshin.ac.kr","2009-11-27"
"경상북도교육청 경상북도군위교육청","http://www.gunwi-ed.go.kr","2009-11-30"
"청주교육대학교","http://baeum.cje.ac.kr","2009-11-30"
"청주교육대학교","http://www.cje.ac.kr","2009-11-30"
"청주교육대학교","http://yunsu.cje.ac.kr","2009-11-30"
"백석예술대학","http://gpin.bau.ac.kr","2009-11-30"
"강원도 춘천시","http://www.ccatc.go.kr","2009-11-30"
"국토해양부","http://klis.daegu.go.kr/sis/index.jsp","2009-11-30"
"경기도교육청 경기도파주교육청","http://www.goepj.kr","2009-12-01"
"전라남도교육청 전라남도나주교육청 남평공공도서관","http://www.nplib.or.kr","2009-12-01"
"경기도교육청 경기도립과천도서관","http://www.kwalib.kr","2009-12-01"
"대전광역시교육청 한밭교육박물관","http://www.hbem.or.kr","2009-12-01"
"전라북도 전주시","http://edu.jeonju.go.kr","2009-12-01"
"대한무역투자진흥공사","http://www.kotra.or.kr","2009-12-01"
"전라남도 광양시","http://www.gwangyang.go.kr","2009-12-01"
"강원도 강릉시","http://www.gn.go.kr","2009-12-01"
"행정안전부","http://www.gotp.go.kr","2009-12-01"
"헌법재판소","http://ecourt.ccourt.go.kr","2009-12-01"
"경상북도","http://klis.gb.go.kr","2009-12-01"
"국토해양부","http://klis.jeonnam.go.kr/index.jsp","2009-12-01"
"대구광역시 북구","http://dong.buk.daegu.kr","2009-12-02"
"전라남도 함평군","http://www.ecopark.or.kr","2009-12-02"
"경상북도교육청 경상북도경산교육청","http://www.kbgsed.go.kr","2009-12-02"
"충청남도교육청 충청남도남부평생학습관","http://www.cnbl.or.kr","2009-12-02"
"서울특별시 중구 의회사무과","http://council.junggu.seoul.kr","2009-12-02"
"전라남도교육청 전라남도보성교육청 벌교공공도서관","http://www.beolgyolib.or.kr","2009-12-02"
"경기도교육청 경기도군포의왕교육청","http://www.dangdong.es.kr","2009-12-02"
"울산광역시 남구","http://www.namgucouncil.ulsan.kr","2009-12-02"
"경상남도교육청 경상남도학생교육원","http://knedu.or.kr","2009-12-02"
"인천광역시 남구 주민생활지원국 평생학습과","http://hnrl.namgu.incheon.kr","2009-12-02"
"전라남도 장성군","http://www.jangseong.go.kr","2009-12-02"
"국토해양부","http://klis.busan.go.kr/sis/index.jsp","2009-12-02"
"대전광역시교육청 대전평생학습관","http://www.dllc.or.kr","2009-12-02"
"한국문화관광연구원","http://www.kcti.re.kr","2009-12-03"
"인천교통공사","http://www.ictr.or.kr","2009-12-03"
"경상북도","http://inhen.gb.go.kr","2009-12-03"
"경상북도 영주시","http://cybercitizen.yeongju.go.kr","2009-12-03"
"양주시시설관리공단","http://yjfmc.or.kr","2009-12-03"
"대한주택보증주식회사","http://www.khug.or.kr","2009-12-03"
"울산광역시 남구","http://www.ulsannamgu.go.kr","2009-12-03"
"경상북도 안동시","http://council.andong.go.kr","2009-12-04"
"경상북도","http://www.cultureexpo.or.kr","2009-12-04"
"전라남도교육청 전라남도구례교육청 구례공공도서관","http://www.grlib.or.kr","2009-12-04"
"전라남도교육청 전라남도함평교육청 함평공공도서관","http://www.hplib.go.kr","2009-12-04"
"경상북도 영주시","http://yjjhh.or.kr","2009-12-04"
"경기도교육청 경기도군포의왕교육청","http://kengugifted.kr","2009-12-04"
"경기도교육청 경기도수원교육청","http://goesw.kr","2009-12-04"
"문화체육관광부","http://mail.korea.kr","2009-12-04"
"광주여자대학교 광주여자대학교","http://www.kwu.ac.kr","2009-12-04"
"인천광역시교육청 인천광역시평생학습관","http://www.ilec.go.kr","2009-12-04"
"한국전기연구원","http://www.keri.re.kr","2009-12-04"
"강원도 춘천시","http://tour.chuncheon.go.kr","2009-12-04"
"국토해양부","http://klis.gwd.go.kr/sis/main.do","2009-12-04"
"전라남도교육청","http://www.jslib.kr//","2009-12-07"
"전라남도교육청 목포공공도서관","http://www.mokpolib.kr","2009-12-07"
"경기도 광주시 의회사무과","http://www.gjcouncil.go.kr","2009-12-07"
"영화진흥위원회","http://www.kofic.or.kr","2009-12-07"
"대구광역시교육청 대구광역시립서부도서관","http://www.seobu-lib.daegu.kr","2009-12-07"
"대구광역시 북구","http://www.bukgucouncil.daegu.kr","2009-12-07"
"국토해양부","http://klis.gg.go.kr/sis/index.jsp","2009-12-07"
"국토해양부","http://klis.jeju.go.kr","2009-12-07"
"광주광역시교육청 광주중앙도서관","http://lib.gen.go.kr","2009-12-08"
"부산광역시 영도구","http://library.yeongdo.go.kr","2009-12-08"
"경기도 광명시 광명시상하수도사업소","http://water.gm.go.kr","2009-12-08"
"경상남도교육청 경상남도사천교육청 삼천포도서관","http://www.scplib.or.kr","2009-12-08"
"충청남도 부여군","http://www.buyeo.go.kr","2009-12-08"
"전라남도 순천시","http://www.suncheonbay.go.kr","2009-12-08"
"서울대학교","http://cals.snu.ac.kr","2009-12-08"
"대전광역시도시철도공사","http://www.djet.co.kr","2009-12-08"
"경상남도 하동군","http://tour.hadong.go.kr","2009-12-09"
"경상북도 경주시","http://www.gjyouth.or.kr","2009-12-09"
"경기도교육청","http://minwon.goe.go.kr","2009-12-09"
"경찰청 중앙경찰학교","http://www.cpa.go.kr/cpa2013","2009-12-09"
"경상북도 의성군","http://cus.go.kr","2009-12-09"
"강원도 철원군","http://www.cwg.go.kr","2009-12-09"
"특허청 국제지식재산연수원","http://iipti.kipo.go.kr","2009-12-09"
"광주광역시교육청 광주광역시서부교육청","http://seobu.gen.go.kr","2009-12-10"
"충청남도 보령시 시설관리사업소","http://www.brlib.or.kr","2009-12-10"
"경상남도 고성군","http://council.goseong.go.kr","2009-12-10"
"전라남도 화순군","http://agro.hwasun.go.kr","2009-12-10"
"경기도교육청 경기도여주교육청","http://www.goeyj.kr","2009-12-11"
"강원도 철원군 농업기술센터","http://Atc.cwg.go.kr","2009-12-11"
"강원도 철원군 철원읍","http://Cheorwon.cwg.go.kr","2009-12-11"
"강원도 철원군 동송읍","http://Dongsong.cwg.go.kr","2009-12-11"
"강원도 철원군 환경자원사업소","http://Envi.cwg.go.kr","2009-12-11"
"강원도 철원군 갈말읍","http://Galmal.cwg.go.kr","2009-12-11"
"강원도 철원군 근남면","http://Geunnam.cwg.go.kr","2009-12-11"
"강원도 철원군 위생처리사업소","http://Sani.cwg.go.kr","2009-12-11"
"강원도 철원군 서면","http://Seomyeon.cwg.go.kr","2009-12-11"
"강원도 철원군","http://child.cwg.go.kr","2009-12-11"
"강원도 철원군 의회사무과","http://council.cwg.go.kr","2009-12-11"
"강원도 철원군 한탄강관광사업소","http://hantan.cwg.go.kr","2009-12-11"
"강원도 철원군 보건소","http://health.cwg.go.kr","2009-12-11"
"강원도 철원군","http://woman.cwg.go.kr","2009-12-11"
"대구광역시교육청 대구광역시립두류도서관","http://duryu-lib.daegu.kr","2009-12-11"
"경기도교육청 경기도가평교육청","http://www.goegp.kr","2009-12-11"
"울산광역시교육청 울산남부도서관","http://www.usnl.or.kr","2009-12-11"
"경운대학교","http://www.ikw.ac.kr","2009-12-11"
"경상북도","http://gbgsc.go.kr","2009-12-11"
"서울특별시 종로구","http://www.jongno.go.kr","2009-12-11"
"국토해양부","http://klis.cb21.net/sis/index.jsp","2009-12-11"
"환경부 국립생물자원관","http://www.nibr.go.kr","2009-12-11"
"경상북도교육청 경상북도립상주도서관","http://sjlib.go.kr","2009-12-14"
"강원도","http://www.jacf.or.kr","2009-12-14"
"환경부","http://www.reach.me.go.kr","2009-12-14"
"경상남도개발공사","http://www.gndc.co.kr","2009-12-14"
"한양대학교","http://www.hanyang.ac.kr","2009-12-14"
"국토해양부","http://www.geoinfo.or.kr","2009-12-15"
