,기관명,홈페이지주소,오픈일자,오픈연도
2340,강원도 원주시,http://wjic.wonju.go.kr,2012-02-29,2012 연도
2341,환경부,http://egis.me.go.kr,2012-02-29,2012 연도
2342,대전광역시,http://bike.daejeon.go.kr,2012-02-29,2012 연도
2343,신성대학,http://step.shinsung.ac.kr,2012-02-29,2012 연도
2344,충청북도 옥천군,http://jaf.cbhuyang.go.kr,2012-02-29,2012 연도
2345,총신대학교,http://lle.chongshin.ac.kr,2012-02-29,2012 연도
2346,충청남도교육청 충청남도과학직업교육원,http://www.cnse.or.kr/login.jsp,2012-02-29,2012 연도
2347,전남대학교,http://e-learning.ac.kr,2012-02-29,2012 연도
2348,경상북도 청도군,http://lib.cd.go.kr,2012-02-29,2012 연도
2349,경기도 평택시 시립도서관,http://www.ptlib.go.kr,2012-02-29,2012 연도
2350,신성대학,http://www.shinsung.ac.kr,2012-02-29,2012 연도
2351,경상남도,http://www.gntp.or.kr,2012-02-29,2012 연도
2352,경기도교육청 경기도군포의왕교육청,http://www.uds.es.kr,2012-02-29,2012 연도
2353,부산광역시 북구,http://61.76.46.200:8085,2012-02-29,2012 연도
2354,강원도교육청 민족사관고등학교,http://www.minjok.hs.kr,2012-02-29,2012 연도
2355,서울대학교,http://mrcc.snuh.org/old,2012-02-29,2012 연도
2356,경기도교육청 경기도성남교육청 영성중학교,http://youngsung.ms.kr,2012-02-29,2012 연도
2357,경기도교육청 경기도성남교육청 수내초등학교,http://sunae.es.kr,2012-02-29,2012 연도
2358,울산광역시 북구,https://usbl.bukgu.ulsan.kr/,2012-02-29,2012 연도
2359,경기도교육청 경기도립중앙도서관 평택분관,http://www.ptlib.or.kr,2012-02-29,2012 연도
2360,울산광역시남구도시관리공단,http://sports.uncmc.or.kr,2012-02-29,2012 연도
2361,경상북도교육청,http://parents.gbe.kr,2012-02-29,2012 연도
2362,연천군시설관리공단,http://www.sureul.co.kr,2012-02-29,2012 연도
2363,경상북도 영천시,http://unjusan.co.kr,2012-02-29,2012 연도
2364,경상남도 김해시,http://edu4u.gimhae.go.kr,2012-02-29,2012 연도
2365,경기도교육청 경기도성남교육청 탄천초등학교,http://tanchun.es.kr,2012-02-29,2012 연도
2366,용산구시설관리공단,http://resident.yong-san.or.kr,2012-02-29,2012 연도
2367,광주광역시교육청 광주광역시교육정보원,http://swon.ms.kr,2012-02-29,2012 연도
2368,경상북도 문경시 문경새재관리사무소,http://saejae.gbmg.go.kr,2012-02-29,2012 연도
2369,충청남도,http://sericulture.cnnongup.net,2012-02-29,2012 연도
2370,충청남도,http://strawberry.cnnongup.net,2012-02-29,2012 연도
2371,충청남도,http://tomato.cnnongup.net,2012-02-29,2012 연도
2372,서울예술대학,http://www.seoularts.ac.kr,2012-02-29,2012 연도
2373,한국가스안전공사,http://www.kgs.or.kr,2012-02-29,2012 연도
2374,경상북도 구미시,http://www.gumi.go.kr,2012-02-29,2012 연도
2375,서울특별시 마포구,http://lib.mapo.go.kr,2012-03-05,2012 연도
2376,경상북도 구미시 농업기술센터,http://gumi5959.go.kr,2012-03-05,2012 연도
2377,경상남도교육청 경상남도함양교육청,http://gifted.eduhy.or.kr,2012-03-05,2012 연도
2378,경상남도교육청 경상남도거창교육청,http://spedu.gngce.go.kr,2012-03-05,2012 연도
2379,화성도시공사,http://www.hsuco.or.kr,2012-03-05,2012 연도
2380,충청남도 당진군,http://saeil.dangjin.go.kr,2012-03-05,2012 연도
2381,충청남도 당진군,http://woman.dangjin.go.kr,2012-03-05,2012 연도
2382,신성대학,http://iacf.shinsung.ac.kr,2012-03-05,2012 연도
2383,경기도교육청 경기도군포의왕교육청,http://www.nungnae.es.kr,2012-03-05,2012 연도
2384,보건복지가족부,http://www.childcare.go.kr/,2012-03-05,2012 연도
2385,한국사학진흥재단,http://loan.kfpp.or.kr,2012-03-05,2012 연도
2386,소방방재청,http://u119.nema.go.kr,2012-03-05,2012 연도
2387,강원도 강릉시,http://gnwcc.gn.go.kr,2012-03-05,2012 연도
2388,화성도시공사,http://www.hssports.or.kr,2012-03-05,2012 연도
2389,기타,http://www.korailretail.com,2012-03-05,2012 연도
2390,경상북도 구미시 정책기획실 정보통신담당관,http://gumici.or.kr,2012-03-05,2012 연도
2391,서울특별시,http://no-driving.seoul.go.kr,2012-03-07,2012 연도
2392,경상남도 창녕군,http://www.uponuri.com,2012-03-07,2012 연도
2393,경기도교육청 경기-기타학교,http://shinbaekhyun.ms.kr,2012-03-07,2012 연도
2394,경기도교육청 경기도성남교육청 성남양지초등학교,http://syj.es.kr,2012-03-07,2012 연도
2395,충청남도,http://chrysan.cnnongup.net,2012-03-07,2012 연도
2396,충청남도,http://ginseng.cnnongup.net,2012-03-07,2012 연도
2397,전라남도 완도군,http://edu.wando.go.kr,2012-03-07,2012 연도
2398,노동부,http://minwon.moel.go.kr,2012-03-12,2012 연도
2399,경기도교육청 성일정보고등학교,http://sungil-i.kr,2012-03-12,2012 연도
2400,인천광역시 상수도사업본부,http://minwon.waterworksh.incheon.kr,2012-03-12,2012 연도
2401,경상남도교육청 경상남도거창교육청,http://consult.gngce.go.kr,2012-03-12,2012 연도
2402,경기도교육청 경기도성남교육청 하원초등학교,http://hw.es.kr,2012-03-12,2012 연도
2403,경상북도 안동시 정보통신실,http://www.aftf.or.kr,2012-03-12,2012 연도
2404,경기도교육청 숭신여자고등학교,http://ssgh.hs.kr,2012-03-12,2012 연도
2405,경기도교육청 경기도성남교육청 왕남초등학교,http://wang.es.kr,2012-03-12,2012 연도
2406,경기도교육청 경기도성남교육청 성남중앙초등학교,http://snja.es.kr,2012-03-12,2012 연도
2407,경기도교육청 경기도성남교육청 성남동초등학교,http://snd-e.es.kr,2012-03-12,2012 연도
2408,경기도교육청 경기도성남교육청 상원초등학교,http://sangwon-e.es.kr,2012-03-12,2012 연도
2409,경기도교육청 경기도성남교육청 서현초등학교,http://seohyun.es.kr,2012-03-12,2012 연도
2410,경기도교육청 경기도립중앙도서관 광주분관,http://www.gjlib.or.kr,2012-03-12,2012 연도
2411,경기도교육청 경기도수원교육청,http://gwanggyo.hs.kr,2012-03-13,2012 연도
2412,경기도교육청 경기도수원교육청,http://homaesil.hs.kr,2012-03-13,2012 연도
2413,경기도교육청 경기도수원교육청,http://neungsil.es.kr,2012-03-13,2012 연도
2414,경기도교육청 경기도수원교육청,http://sanui.es.kr,2012-03-13,2012 연도
2415,경기도교육청 경기도수원교육청,http://suwonym.ms.kr,2012-03-13,2012 연도
2416,경기도교육청 경기도수원교육청,http://swjc.es.kr,2012-03-13,2012 연도
2417,충북대학교 국제교육원,http://cia.chungbuk.ac.kr,2012-03-13,2012 연도
2418,서울불교대학원대학교,http://sub.ac.kr,2012-03-13,2012 연도
2419,농림수산식품부,http://www.fris.go.kr,2012-03-13,2012 연도
2420,대한법률구조공단,http://edu.klac.or.kr,2012-03-13,2012 연도
2421,한국체육산업개발주식회사,http://www.olympicpark.co.kr,2012-03-13,2012 연도
2422,국세청 국세공무원교육원,http://taxstudy.nts.go.kr,2012-03-13,2012 연도
2423,광주광역시교육청 광주동신고등학교,http://kds.hs.kr,2012-03-13,2012 연도
2424,인천광역시서구시설관리공단,http://www.issl.go.kr/snlib,2012-03-13,2012 연도
2425,부산항만공사,http://www.bpa-net.com/BPA-NET-Web,2012-03-15,2012 연도
2426,한국대학교육협의회,http://up.kcue.or.kr,2012-03-15,2012 연도
2427,(재)부천산업진흥재단,http://www.robopark.org,2012-03-15,2012 연도
2428,경기도교육청 경기도동두천양주교육청,http://www.mansong.es.kr,2012-03-15,2012 연도
2429,식품의약품안전청,http://ezdrug.mfds.go.kr,2012-03-19,2012 연도
2430,서울특별시,http://hangangbike.go.kr/,2012-03-19,2012 연도
2431,숙명여자대학교,http://gs.sookmyung.ac.kr,2012-03-19,2012 연도
2432,식품의약품안전청,http://ezcos.mfds.go.kr,2012-03-20,2012 연도
2433,인천국제공항공사,http://academy.airport.kr,2012-03-20,2012 연도
2434,대검찰청,http://www.spo.go.kr/club,2012-03-20,2012 연도
2435,경상남도교육청 경상남도함양교육청,http://spe.eduhy.or.kr,2012-03-21,2012 연도
2436,인천국제공항공사,http://ebid.airport.kr,2012-03-21,2012 연도
2437,인천국제공항공사,http://ebpp.airport.kr,2012-03-21,2012 연도
2438,한국과학기술연구원,http://cnm.kist.re.kr,2012-03-23,2012 연도
2439,대구광역시,http://www.donggu-lib.kr,2012-03-23,2012 연도
2440,식품의약품안전청,http://emed.mfds.go.kr,2012-03-23,2012 연도
2441,한국대학교육협의회,http://univ.kcue.or.kr,2012-03-23,2012 연도
2442,한국마사회,http://www.horsepia.com,2012-03-23,2012 연도
2443,경상북도 구미시,http://www.gumiart.or.kr,2012-03-26,2012 연도
2444,서울특별시 성북구 보건소,http://bogunso.seongbuk.go.kr,2012-03-26,2012 연도
2445,환경부 국립환경인력개발원,http://qtest.me.go.kr,2012-03-26,2012 연도
2446,전라남도,http://jexport.net,2012-03-26,2012 연도
2447,인천광역시 남동구,http://www.namdonglib.go.kr,2012-03-26,2012 연도
2448,서울특별시 마포구,http://dream.mapo.go.kr,2012-03-26,2012 연도
2449,서울특별시 마포구,http://elc.mapo.go.kr,2012-03-26,2012 연도
2450,서울특별시,http://ecomileage.seoul.go.kr,2012-03-26,2012 연도
2451,부산광역시 정책기획실 유시티정보담당관,http://uis.busan.go.kr,2012-03-26,2012 연도
2452,경상북도 포항남부소방서,http://phnb119.go.kr,2012-03-26,2012 연도
2453,전라남도 나주시,http://www.naju.go.kr,2012-03-26,2012 연도
2454,사립학교교직원연금관리공단,http://www.tp.or.kr,2012-03-26,2012 연도
2455,인천광역시서구시설관리공단,http://www.issl.go.kr/gdlib,2012-03-27,2012 연도
2456,인천광역시서구시설관리공단,http://www.issl.go.kr/sglib,2012-03-27,2012 연도
2457,창원시시설관리공단,http://cwsisul.or.kr,2012-03-28,2012 연도
2458,창원시시설관리공단,http://life.cwsisul.or.kr,2012-03-28,2012 연도
2459,창원시시설관리공단,http://swimming.cwsisul.or.kr,2012-03-28,2012 연도
2460,한국환경산업기술원,http://www.ecoexpo.or.kr,2012-03-28,2012 연도
2461,한국환경산업기술원,http://www.dicer.org,2012-03-29,2012 연도
2462,경기도교육청 경기도연천교육청 초성초등학교,http://www.chosung.es.kr,2012-03-29,2012 연도
2463,충청남도 소방안전본부 소방행정과,http://www.cn119.go.kr,2012-03-29,2012 연도
2464,전라남도 광양시,http://bwmt.gwangyang.go.kr,2012-03-29,2012 연도
2465,전라남도,http://www.namdokorea.com,2012-03-29,2012 연도
2466,교육과학기술부 교육과학기술연수원,http://col.teti.or.kr,2012-03-29,2012 연도
2467,교육과학기술부 교육과학기술연수원,http://www.geti.or.kr,2012-03-29,2012 연도
2468,교육과학기술부 교육과학기술연수원,http://cyber.ieti.or.kr,2012-03-29,2012 연도
2469,교육과학기술부 교육과학기술연수원,http://cyber.kbe.go.kr,2012-03-29,2012 연도
2470,교육과학기술부 교육과학기술연수원,http://cyber.tamna.or.kr,2012-03-29,2012 연도
2471,교육과학기술부 교육과학기술연수원,http://cyberedu.seti.go.kr,2012-03-29,2012 연도
2472,교육과학기술부 교육과학기술연수원,http://edu.beti.go.kr,2012-03-29,2012 연도
2473,교육과학기술부 교육과학기술연수원,http://edu.deti.or.kr,2012-03-29,2012 연도
2474,교육과학기술부 교육과학기술연수원,http://edu.ueti.or.kr,2012-03-29,2012 연도
2475,교육과학기술부 교육과학기술연수원,http://eduup.jeti.or.kr,2012-03-29,2012 연도
2476,교육과학기술부 교육과학기술연수원,http://eduup.yulgog.org,2012-03-29,2012 연도
2477,강원도 태백시,http://www.taebaek.go.kr,2012-03-29,2012 연도
2478,대전광역시,http://g9tour.net,2012-03-29,2012 연도
2479,창원시시설관리공단,http://changwonfc.or.kr,2012-03-29,2012 연도
2480,창원시시설관리공단,http://bus.cwsisul.or.kr,2012-03-29,2012 연도
2481,창원시시설관리공단,http://greenhall.cwsisul.or.kr,2012-03-29,2012 연도
2482,창원시시설관리공단,http://marinepark.cwsisul.or.kr,2012-03-29,2012 연도
2483,창원시시설관리공단,http://maritimeschool.cwsisul.or.kr,2012-03-29,2012 연도
2484,창원시시설관리공단,http://monorail.cwsisul.or.kr,2012-03-29,2012 연도
2485,창원시시설관리공단,http://mssenior.cwsisul.or.kr,2012-03-29,2012 연도
2486,창원시시설관리공단,http://senior.cwsisul.or.kr,2012-03-29,2012 연도
2487,창원시시설관리공단,http://shooting.cwsisul.or.kr,2012-03-29,2012 연도
2488,창원시시설관리공단,http://tennis.cwsisul.or.kr,2012-03-29,2012 연도
2489,창원시시설관리공단,http://urinuri.cwsisul.or.kr,2012-03-29,2012 연도
2490,창원시시설관리공단,http://westsports.cwsisul.or.kr,2012-03-29,2012 연도
2491,한국저작권위원회,http://cros.or.kr,2012-03-29,2012 연도
2492,한국전기공사협회,http://www.keca.or.kr,2012-03-29,2012 연도
2493,서울특별시 서울시립대학교,http://cec.uos.ac.kr,2012-03-29,2012 연도
2494,경상남도 밀양시,http://aml.miryang.go.kr,2012-03-29,2012 연도
2495,대구광역시,http://www.daeguartmuseum.org,2012-03-29,2012 연도
2496,전라남도,http://www.jnfarmtour.net,2012-03-29,2012 연도
2497,전라남도,http://job.jeonnam.go.kr,2012-03-29,2012 연도
2498,국토해양부,http://www.gcts.go.kr,2012-03-29,2012 연도
2499,광주광역시교육청 광주광역시교육정보원,http://speer.ms.kr,2012-03-29,2012 연도
2500,군포시시설관리공단,http://gunpocs.or.kr,2012-03-29,2012 연도
2501,국회 국회입법조사처,http://www.nars.go.kr,2012-03-29,2012 연도
2502,전라남도 순천시,http://bike.suncheon.go.kr,2012-03-29,2012 연도
2503,한국방송통신대학교,http://ihc.knou.ac.kr,2012-03-29,2012 연도
2504,전라남도 목포시,http://lifelong.mokpo.go.kr,2012-03-29,2012 연도
2505,충청북도 청원군,http://purushop.com,2012-03-29,2012 연도
2506,서울특별시 강남구,http://www.herstory.or.kr,2012-04-19,2012 연도
2507,송파구시설관리공단,http://www.songpawoman.org,2012-04-19,2012 연도
2508,창원시시설관리공단,http://cwstadium.cwsisul.or.kr,2012-04-19,2012 연도
2509,서울특별시 강남구,http://ebook.gangnam.go.kr,2012-04-19,2012 연도
2510,서울특별시 강남구,http://www.gnucr.org,2012-04-19,2012 연도
2511,전라남도 장흥군,http://www.jhc.go.kr,2012-04-19,2012 연도
2512,창원시시설관리공단,http://ucsenior.cwsisul.or.kr,2012-04-19,2012 연도
2513,한국과학기술원(KAIST),http://kara.kaist.ac.kr,2012-04-19,2012 연도
2514,경기도 화성시,http://green.hscity.net,2012-04-19,2012 연도
2515,충청남도 부여군,http://baekjein.kr,2012-04-19,2012 연도
2516,경기도 여주군,http://culture.yjlib.go.kr,2012-04-19,2012 연도
2517,기타,http://banner.icjgss.or.kr,2012-04-19,2012 연도
2518,전라남도 순천시,http://bike.sc.go.kr,2012-04-19,2012 연도
2519,건강보험분쟁조정위원회,http://hisimpan.mw.go.kr,2012-04-19,2012 연도
2520,교육과학기술부 교육과학기술연수원,http://cyber.ssp.re.kr,2012-04-19,2012 연도
2521,교육과학기술부 교육과학기술연수원,http://eduup.danjae.org,2012-04-19,2012 연도
2522,교육과학기술부 교육과학기술연수원,http://hanbando.nest.go.kr,2012-04-19,2012 연도
2523,교육과학기술부 교육과학기술연수원,http://study.jbedu.kr,2012-04-19,2012 연도
2524,교육과학기술부 교육과학기술연수원,http://www.gneti.or.kr,2012-04-19,2012 연도
2525,한국고용정보원,http://eps.go.kr,2012-04-19,2012 연도
2526,서울특별시,http://donghaeng.seoul.kr,2012-04-19,2012 연도
2527,교육과학기술부 교육과학기술연수원,http://www.neti.go.kr,2012-04-19,2012 연도
2528,서울특별시 성북구 의회사무국,http://www.sbc.go.kr,2012-04-27,2012 연도
2529,울산광역시교육청 울산광역시강남교육청,http://star.usgne.go.kr,2012-04-27,2012 연도
2530,문화체육관광부 국립민속박물관,http://www.kidsnfm.go.kr,2012-04-27,2012 연도
2531,충청북도 청원군,http://race.puru.net,2012-04-27,2012 연도
2532,강원도 삼척시,http://eminwon.samcheok.go.kr,2012-05-04,2012 연도
2533,서울특별시 강남구,http://gangnam.eminwon.seoul.kr,2012-05-04,2012 연도
2534,경상북도 청도군,http://eminwon.cd.go.kr,2012-05-04,2012 연도
2535,강원도 양양군,http://eminwon.yangyang.go.kr,2012-05-04,2012 연도
2536,전라북도 고창군,http://eminwon.gochang.go.kr,2012-05-04,2012 연도
2537,제주특별자치도,http://eminwon.jejusi.go.kr,2012-05-04,2012 연도
2538,충청남도 당진군,http://eminwon.dangjin.go.kr,2012-05-04,2012 연도
2539,강원도 춘천시,http://eminwon.chuncheon.go.kr,2012-05-04,2012 연도
2540,서울특별시 송파구,http://songpa.eminwon.seoul.kr,2012-05-04,2012 연도
2541,경기도 하남시,http://eminwon.hanam.gyeonggi.kr,2012-05-04,2012 연도
2542,울산광역시,http://eminwon.ulsannamgu.go.kr,2012-05-04,2012 연도
2543,전라남도 곡성군,http://eminwon.gokseong.go.kr,2012-05-04,2012 연도
2544,충청남도 태안군,http://eminwon.taean.go.kr,2012-05-04,2012 연도
2545,경기도 의정부시,http://eminwon.ui4u.net,2012-05-04,2012 연도
2546,강원도 강릉시,http://eminwon.gangneung.go.kr,2012-05-04,2012 연도
2547,경상북도 영덕군,http://eminwon.yd.go.kr,2012-05-04,2012 연도
2548,전라남도 고흥군,http://eminwon.goheung.go.kr,2012-05-04,2012 연도
2549,부산광역시 강서구,http://eminwon.bsgangseo.go.kr,2012-05-04,2012 연도
2550,경상남도 하동군,http://eminwon.hadong.go.kr,2012-05-04,2012 연도
2551,울산광역시,http://eminwon.bukgu.ulsan.kr,2012-05-04,2012 연도
2552,인천광역시 서구,http://eminwon.seo.incheon.kr,2012-05-04,2012 연도
2553,전라북도 장수군,http://eminwon.jangsu.go.kr,2012-05-04,2012 연도
2554,경기도 여주군,http://eminwon.yeoju.go.kr,2012-05-04,2012 연도
2555,충청남도 논산시,http://eminwon.nonsan21.net,2012-05-04,2012 연도
2556,경기도 수원시,http://eminwon.suwon.go.kr,2012-05-04,2012 연도
2557,강원도 양구군,http://eminwon.yanggu.gangwon.kr,2012-05-04,2012 연도
2558,경상북도 안동시,http://eminwon.andong.go.kr,2012-05-04,2012 연도
2559,서울특별시 성북구,http://seongbuk.eminwon.seoul.kr,2012-05-04,2012 연도
2560,충청남도 공주시,http://eminwon.gongju.go.kr,2012-05-04,2012 연도
2561,경기도 오산시,http://eminwon.osan.go.kr,2012-05-04,2012 연도
2562,강원도 고성군,http://eminwon.goseong.org,2012-05-04,2012 연도
2563,광주광역시 동구,http://eminwon.donggu.gwangju.kr,2012-05-04,2012 연도
2564,경상북도 의성군,http://eminwon.uiseong.go.kr,2012-05-04,2012 연도
2565,대전광역시 대덕구,http://eminwon.daedeok.go.kr,2012-05-04,2012 연도
2566,전라남도 나주시,http://eminwon.naju.go.kr,2012-05-04,2012 연도
2567,대구광역시 중구,http://eminwon.jung.daegu.kr,2012-05-04,2012 연도
2568,전라북도 무주군,http://eminwon.muju.go.kr,2012-05-04,2012 연도
2569,서울특별시 용산구,http://yongsan.eminwon.seoul.kr,2012-05-04,2012 연도
2570,경기도 화성시,http://eminwon.hscity.net,2012-05-04,2012 연도
2571,강원도 인제군,http://eminwon.inje.go.kr,2012-05-04,2012 연도
2572,경기도 군포시,http://eminwon.gunpo.go.kr,2012-05-04,2012 연도
2573,경기도 포천시,http://eminwon.pcs21.net,2012-05-04,2012 연도
2574,서울특별시 동대문구,http://ddm.eminwon.seoul.kr,2012-05-04,2012 연도
2575,서울특별시 중랑구,http://jungnang.eminwon.seoul.kr,2012-05-04,2012 연도
2576,경상북도 성주군,http://eminwon.sj.go.kr,2012-05-04,2012 연도
2577,광주광역시 광산구,http://eminwon.gwangsan.go.kr,2012-05-04,2012 연도
2578,울산광역시 울주군,http://eminwon.ulju.ulsan.kr,2012-05-04,2012 연도
2579,전라남도 보성군,http://eminwon.boseong.go.kr,2012-05-04,2012 연도
2580,인천광역시 중구,http://eminwon.icjg.go.kr,2012-05-04,2012 연도
2581,경기도 시흥시,http://eminwon.siheung.go.kr,2012-05-04,2012 연도
2582,충청남도 천안시,http://eminwon.cheonan.go.kr,2012-05-04,2012 연도
2583,충청남도 금산군,http://eminwon.geumsan.go.kr,2012-05-04,2012 연도
2584,전라남도 무안군,http://eminwon.muan.go.kr,2012-05-04,2012 연도
2585,전라북도 부안군,http://eminwon.buan.go.kr,2012-05-04,2012 연도
2586,전라남도 진도군,http://eminwon.jindo.go.kr,2012-05-04,2012 연도
2587,경상북도 봉화군,http://eminwon.bonghwa.go.kr,2012-05-04,2012 연도
2588,충청남도 서천군,http://eminwon.seocheon.go.kr,2012-05-04,2012 연도
2589,경상북도 고령군,http://eminwon.goryeong.go.kr,2012-05-04,2012 연도
2590,강원도 영월군,http://eminwon.yw.go.kr,2012-05-04,2012 연도
2591,서울특별시 성동구,http://seongdong.eminwon.seoul.kr,2012-05-04,2012 연도
2592,전라남도 광양시,http://eminwon.gwangyang.go.kr,2012-05-04,2012 연도
2593,강원도 횡성군,http://eminwon.hsg.go.kr,2012-05-04,2012 연도
2594,인천광역시 옹진군,http://eminwon.ongjin.go.kr,2012-05-04,2012 연도
2595,서울특별시 도봉구,http://dobong.eminwon.seoul.kr,2012-05-04,2012 연도
2596,강원도 철원군,http://eminwon.cwg.go.kr,2012-05-04,2012 연도
2597,충청남도 계룡시,http://eminwon.gyeryong.go.kr,2012-05-04,2012 연도
2598,경기도 의왕시,http://eminwon.uiwng.go.kr,2012-05-04,2012 연도
2599,전라북도 완주군,http://eminwon.wanju.go.kr,2012-05-04,2012 연도
2600,경상북도 영양군,http://eminwon.yyg.go.kr,2012-05-04,2012 연도
2601,충청남도 예산군,http://eminwon.yesan.go.kr,2012-05-04,2012 연도
2602,경상남도 남해군,http://eminwon.namhae.go.kr,2012-05-04,2012 연도
2603,충청남도 홍성군,http://eminwon.hongseong.go.kr,2012-05-04,2012 연도
2604,경기도 성남시,http://eminwon.seongnam.go.kr,2012-05-04,2012 연도
2605,경상남도 밀양시,http://eminwon.miryang.go.kr,2012-05-04,2012 연도
2606,부산광역시 북구,http://eminwon.bsbukgu.go.kr,2012-05-04,2012 연도
2607,경기도 연천군,http://eminwon.iyc21.net,2012-05-04,2012 연도
2608,충청남도 보령시,http://eminwon.boryeong.chungnam.kr,2012-05-04,2012 연도
2609,서울특별시 관악구,http://gwanakgu.eminwon.seoul.kr,2012-05-04,2012 연도
2610,경상남도 함양군,http://eminwon.hygn.go.kr,2012-05-04,2012 연도
2611,충청남도 서산시,http://eminwon.seosan.go.kr,2012-05-04,2012 연도
2612,전라북도 전주시,http://eminwon.jeonju.go.kr,2012-05-04,2012 연도
2613,전라남도 여수시,http://eminwon.yeosu.go.kr,2012-05-04,2012 연도
2614,서울특별시 서초구,http://seocho.eminwon.seoul.kr,2012-05-04,2012 연도
2615,경상남도 김해시,http://eminwon.gimhae.go.kr,2012-05-04,2012 연도
2616,경기도 고양시,http://eminwon.goyang.go.kr,2012-05-04,2012 연도
2617,부산광역시 해운대구,http://eminwon.haeundae.go.kr,2012-05-04,2012 연도
2618,경기도 파주시,http://eminwon.paju.go.kr,2012-05-04,2012 연도
2619,경기도 평택시,http://eminwon.pyeongtaek.go.kr,2012-05-04,2012 연도
2620,부산광역시 금정구,http://eminwon.geumjeong.go.kr,2012-05-04,2012 연도
2621,전라남도 영광군,http://eminwon.yeonggwang.jeonnam.kr,2012-05-04,2012 연도
2622,부산광역시 사상구,http://eminwon.sasang.go.kr,2012-05-04,2012 연도
2623,대구광역시 수성구,http://eminwon.suseong.kr,2012-05-04,2012 연도
2624,경기도 김포시,http://eminwon.gimpo.go.kr,2012-05-04,2012 연도
2625,강원도 화천군,http://eminwon.ihc.go.kr,2012-05-04,2012 연도
2626,경기도 안산시,http://eminwon.iansan.net,2012-05-04,2012 연도
2627,경상북도 울진군,http://eminwon.uljin.go.kr,2012-05-04,2012 연도
2628,서울특별시 종로구,http://jongno.eminwon.seoul.kr,2012-05-04,2012 연도
2629,대구광역시 북구,http://eminwon.buk.daegu.kr,2012-05-04,2012 연도
2630,경기도 부천시,http://eminwon.bucheon.go.kr,2012-05-04,2012 연도
2631,부산광역시 수영구,http://eminwon.suyeong.go.kr,2012-05-04,2012 연도
2632,부산광역시 남구,http://eminwon.bsnamgu.go.kr,2012-05-04,2012 연도
2633,부산광역시 서구,http://eminwon.bsseogu.go.kr,2012-05-04,2012 연도
2634,전라남도 구례군,http://eminwon.gurye.go.kr,2012-05-04,2012 연도
2635,부산광역시 기장군,http://eminwon.gijang.go.kr,2012-05-04,2012 연도
2636,경상북도 포항시,http://eminwon.pohang.go.kr,2012-05-04,2012 연도
2637,서울특별시 강북구,http://gangbuk.eminwon.seoul.kr,2012-05-04,2012 연도
2638,서울특별시 강서구,http://gangseo.eminwon.seoul.kr,2012-05-04,2012 연도
2639,경기도 광주시,http://eminwon.gjcity.go.kr,2012-05-04,2012 연도
2640,인천광역시 강화군,http://eminwon.ganghwa.incheon.kr,2012-05-04,2012 연도
2641,경기도 과천시,http://eminwon.gccity.go.kr,2012-05-04,2012 연도
2642,전라북도 익산시,http://eminwon.iksan.go.kr,2012-05-04,2012 연도
2643,대전광역시 유성구,http://eminwon.yuseong.go.kr,2012-05-04,2012 연도
2644,대전광역시 동구,http://eminwon.donggu.go.kr,2012-05-04,2012 연도
2645,인천광역시 남동구,http://eminwon.namdong.go.kr,2012-05-04,2012 연도
2646,전라남도 함평군,http://eminwon.hampyeong.go.kr,2012-05-04,2012 연도
2647,서울특별시 양천구,http://yangcheon.eminwon.seoul.kr,2012-05-04,2012 연도
2648,경상북도 예천군,http://eminwon.yecheon.go.kr,2012-05-04,2012 연도
2649,대구광역시 서구,http://eminwon.dgs.go.kr,2012-05-04,2012 연도
2650,경기도 동두천시,http://eminwon.ddc21.net,2012-05-04,2012 연도
2651,경기도 구리시,http://eminwon.guri.go.kr,2012-05-04,2012 연도
2652,경상남도 양산시,http://eminwon.yangsan.go.kr,2012-05-04,2012 연도
2653,경상북도 영천시,http://eminwon.yc.go.kr,2012-05-04,2012 연도
2654,강원도 속초시,http://eminwon.sokcho.gangwon.kr,2012-05-04,2012 연도
2655,전라남도 영암군,http://eminwon.yeongam.go.kr,2012-05-04,2012 연도
2656,부산광역시 부산진구,http://eminwon.busanjin.go.kr,2012-05-04,2012 연도
2657,강원도,http://eminwon.pyeongchang.gangwon.kr,2012-05-04,2012 연도
2658,경상남도 진주시,http://eminwon.jinju.go.kr,2012-05-04,2012 연도
2659,인천광역시 계양구,http://eminwon.gyeyang.go.kr,2012-05-04,2012 연도
2660,충청북도 진천군,http://eminwon.jincheon.go.kr,2012-05-04,2012 연도
2661,인천광역시,http://eminwon.namgu.incheon.kr,2012-05-04,2012 연도
2662,대구광역시 남구,http://eminwon.nam.daegu.kr,2012-05-04,2012 연도
2663,서울특별시 강동구,http://gd.eminwon.seoul.kr,2012-05-04,2012 연도
2664,광주광역시,http://eminwon.namgu.gwangju.kr,2012-05-04,2012 연도
2665,대구광역시 달성군,http://eminwon.dalseong.daegu.kr,2012-05-04,2012 연도
2666,대전광역시 서구,http://eminwon.seogu.go.kr,2012-05-04,2012 연도
2667,부산광역시 동구,http://eminwon.bsdonggu.go.kr,2012-05-04,2012 연도
2668,서울특별시 서대문구,http://seodaemun.eminwon.seoul.kr,2012-05-04,2012 연도
2669,경기도 광명시,http://eminwon.gm.go.kr,2012-05-04,2012 연도
2670,충청북도 옥천군,http://eminwon.oc.go.kr,2012-05-04,2012 연도
2671,경기도 양주시,http://eminwon.yj.go.kr,2012-05-04,2012 연도
