,기관명,홈페이지주소,오픈일자,오픈연도
2672,경기도 이천시,http://eminwon.icheon.go.kr,2012-05-04,2012 연도
2673,충청남도 청양군,http://eminwon.cheongyang.go.kr,2012-05-04,2012 연도
2674,충청북도 영동군,http://eminwon.yeongdong.chungbuk.kr,2012-05-04,2012 연도
2675,경상북도 경주시,http://eminwon.gyeongju.go.kr,2012-05-04,2012 연도
2676,대구광역시 달서구,http://eminwon.dalseo.daegu.kr,2012-05-04,2012 연도
2677,강원도 태백시,http://eminwon.taebaek.go.kr,2012-05-04,2012 연도
2678,경상남도 창원시,http://eminwon.changwon.go.kr,2012-05-04,2012 연도
2679,경상북도 청송군,http://eminwon.cs.go.kr,2012-05-04,2012 연도
2680,전라북도 김제시,http://eminwon.gimje.go.kr,2012-05-04,2012 연도
2681,세종특별자치시,http://eminwon.sejong.go.kr,2012-05-04,2012 연도
2682,전라남도 순천시,http://eminwon.suncheon.go.kr,2012-05-04,2012 연도
2683,경상북도 문경시,http://eminwon.mg21.go.kr,2012-05-04,2012 연도
2684,전라남도 강진군,http://eminwon.gangjin.go.kr,2012-05-04,2012 연도
2685,경기도 용인시,http://eminwon.yongin.go.kr,2012-05-04,2012 연도
2686,부산광역시 동래구,http://eminwon.dongnae.go.kr,2012-05-04,2012 연도
2687,전라북도 순창군,http://eminwon.sunchang.go.kr,2012-05-04,2012 연도
2688,부산광역시 사하구,http://eminwon.saha.go.kr,2012-05-04,2012 연도
2689,경상북도 김천시,http://eminwon.gc.go.kr,2012-05-04,2012 연도
2690,충청남도,http://eminwon.asan.go.kr,2012-05-04,2012 연도
2691,대구광역시 서구,http://eminwon.seogu.daegu.kr,2012-05-04,2012 연도
2692,전라남도 장성군,http://eminwon.jangseong.go.kr,2012-05-04,2012 연도
2693,광주광역시 서구,http://eminwon.seogu.gwangju.kr,2012-05-04,2012 연도
2694,대구광역시 동구,http://eminwon.dong.daegu.kr,2012-05-04,2012 연도
2695,충청북도 청주시,http://eminwon.cheongju.go.kr,2012-05-04,2012 연도
2696,충청북도 증평군,http://eminwon.cbjp21.net,2012-05-04,2012 연도
2697,경상남도 합천군,http://eminwon.hc.go.kr,2012-05-04,2012 연도
2698,인천광역시 연수구,http://eminwon.yeonsu.go.kr,2012-05-04,2012 연도
2699,부산광역시 연제구,http://eminwon.yeonje.go.kr,2012-05-04,2012 연도
2700,부산광역시 중구,http://eminwon.bsjunggu.go.kr,2012-05-04,2012 연도
2701,경상북도 구미시,http://eminwon.gumi.go.kr,2012-05-04,2012 연도
2702,경상남도 산청군,http://eminwon.sancheong.go.kr,2012-05-04,2012 연도
2703,울산광역시,http://eminwon.donggu.ulsan.kr,2012-05-04,2012 연도
2704,부산광역시 영도구,http://eminwon.yeongdo.go.kr,2012-05-04,2012 연도
2705,충청북도 충주시,http://eminwon.cj100.net,2012-05-04,2012 연도
2706,전라남도 해남군,http://eminwon.haenam.go.kr,2012-05-04,2012 연도
2707,충청북도 제천시,http://eminwon.jecheon.chungbuk.kr,2012-05-04,2012 연도
2708,서울특별시,http://junggu.eminwon.seoul.kr,2012-05-04,2012 연도
2709,전라남도 화순군,http://eminwon.hwasun.go.kr,2012-05-04,2012 연도
2710,충청남도,http://eminwon.buyeo.go.kr,2012-05-04,2012 연도
2711,충청북도 단양군,http://eminwon.dy21.net,2012-05-04,2012 연도
2712,울산광역시 중구,http://eminwon.junggu.ulsan.kr,2012-05-04,2012 연도
2713,경상남도 사천시,http://eminwon.sacheon.go.kr,2012-05-04,2012 연도
2714,전라남도 담양군,http://eminwon.damyang.jeonnam.kr,2012-05-04,2012 연도
2715,서울특별시 금천구,http://geumcheon.eminwon.seoul.kr,2012-05-04,2012 연도
2716,인천광역시 부평구,http://eminwon.icbp.go.kr,2012-05-04,2012 연도
2717,경상북도 경산시,http://eminwon.gyeongsan.go.kr,2012-05-04,2012 연도
2718,전라북도 정읍시,http://eminwon.jeongeup.go.kr,2012-05-04,2012 연도
2719,경기도 안성시,http://eminwon.anseong.go.kr,2012-05-04,2012 연도
2720,전라남도 장흥군,http://eminwon.jangheung.go.kr,2012-05-04,2012 연도
2721,경상남도 함안군,http://eminwon.haman.go.kr,2012-05-04,2012 연도
2722,충청북도 괴산군,http://eminwon.goesan.go.kr,2012-05-04,2012 연도
2723,경기도 가평군,http://eminwon.ga21.net,2012-05-04,2012 연도
2724,전라남도 목포시,http://eminwon.mokpo.go.kr,2012-05-04,2012 연도
2725,경상남도 창녕군,http://eminwon.cng.go.kr,2012-05-04,2012 연도
2726,강원도 정선군,http://eminwon.jeongseon.go.kr,2012-05-04,2012 연도
2727,경상남도 통영시,http://eminwon.tongyeong.go.kr,2012-05-04,2012 연도
2728,서울특별시 구로구,http://eminwon.guro.go.kr,2012-05-04,2012 연도
2729,충청북도 음성군,http://eminwon.eumseong.go.kr,2012-05-04,2012 연도
2730,서울특별시 은평구,http://eunpyeong.eminwon.seoul.kr,2012-05-04,2012 연도
2731,경상남도 거창군,http://eminwon.geochang.go.kr,2012-05-04,2012 연도
2732,경기도 양평군,http://eminwon.yp21.net,2012-05-04,2012 연도
2733,전라남도 완도군,http://eminwon.wando.go.kr,2012-05-04,2012 연도
2734,서울특별시 마포구,http://mapo.eminwon.seoul.kr,2012-05-04,2012 연도
2735,대전광역시 중구,http://eminwon.djjunggu.go.kr,2012-05-04,2012 연도
2736,강원도 동해시,eminwon.dh.go.kr,2012-05-04,2012 연도
2737,경상남도 고성군,http://eminwon.goseong.go.kr,2012-05-04,2012 연도
2738,경기도 남양주시,http://eminwon.nyj.go.kr,2012-05-04,2012 연도
2739,광주광역시 북구,http://eminwon.bukgu.gwangju.kr,2012-05-04,2012 연도
2740,강원도 홍천군,http://eminwon.hongcheon.gangwon.kr,2012-05-04,2012 연도
2741,경상남도 거제시,http://eminwon.geoje.go.kr,2012-05-04,2012 연도
2742,제주특별자치도 서귀포시,http://eminwon.seogwipo.go.kr,2012-05-04,2012 연도
2743,경상남도 의령군,http://eminwon.uiryeong.go.kr,2012-05-04,2012 연도
2744,전라북도 임실군,http://eminwon.imsil.go.kr,2012-05-04,2012 연도
2745,서울특별시 동작구,http://dongjak.eminwon.seoul.kr,2012-05-04,2012 연도
2746,서울특별시 노원구,http://nowon.eminwon.seoul.kr,2012-05-04,2012 연도
2747,경상북도 군위군,http://eminwon.gunwi.go.kr,2012-05-04,2012 연도
2748,서울특별시 광진구,http://gwangjin.eminwon.seoul.kr,2012-05-04,2012 연도
2749,전라북도 군산시,http://eminwon.gunsan.go.kr,2012-05-04,2012 연도
2750,경상북도 울릉군,http://eminwon.ulleung.go.kr,2012-05-04,2012 연도
2751,강원도 원주시,http://eminwon.wonju.go.kr,2012-05-04,2012 연도
2752,경상북도 영주시,http://eminwon.yeongju.go.kr,2012-05-04,2012 연도
2753,충청북도 보은군,http://eminwon.boeun.chungbuk.kr,2012-05-04,2012 연도
2754,인천광역시 동구,http://eminwon.icdonggu.go.kr,2012-05-04,2012 연도
2755,서울특별시 영등포구,http://yeongdeungpo.eminwon.seoul.kr,2012-05-04,2012 연도
2756,경상북도 칠곡군,http://eminwon.chilgok.go.kr,2012-05-04,2012 연도
2757,경기도 안양시,http://eminwon.anyang.go.kr,2012-05-04,2012 연도
2758,경상북도 상주시,http://eminwon.sangju.go.kr,2012-05-04,2012 연도
2759,전라북도 진안군,http://eminwon.jinan.go.kr,2012-05-04,2012 연도
2760,광주광역시 동구,http://bogun.donggu.kr,2012-05-11,2012 연도
2761,서울특별시 용산구 주민생활지원국 가정복지과,http://www.yongsan-toy.or.kr,2012-05-11,2012 연도
2762,한국기업데이터주식회사,http://www.kreport.co.kr,2012-05-11,2012 연도
2763,서울특별시 성북구,https://lib.seongbuk.go.kr,2012-05-11,2012 연도
2764,기타,http://www.kohom.co.kr,2012-05-17,2012 연도
2765,서울여자대학교,http://swell.swu.ac.kr,2012-05-17,2012 연도
2766,교육과학기술부 교육과학기술연수원,http://cyber.teti.or.kr,2012-05-17,2012 연도
2767,부산광역시교육청,http://bsafterschool.pen.go.kr,2012-05-17,2012 연도
2768,한국직업능력개발원,http://www.nhrd.net,2012-05-17,2012 연도
2769,강남구도시관리공단,http://cna.gncity.or.kr,2012-05-17,2012 연도
2770,서울특별시은평구시설관리공단,http://eunpyeong.park119.or.kr,2012-05-17,2012 연도
2771,고양시시설관리공단,http://spart.gys.or.kr,2012-05-17,2012 연도
2772,환경부,http://eiass.go.kr,2012-05-25,2012 연도
2773,전라남도 보성군,http://tbsm.boseong.go.kr,2012-05-25,2012 연도
2774,전라남도 보성군,http://www.jeamsan.go.kr,2012-05-25,2012 연도
2775,기타,http://www.fira.or.kr,2012-05-25,2012 연도
2776,기타,http://pajuyouth.or.kr,2012-05-25,2012 연도
2777,원자력안전 위원회,http://www.neps.go.kr,2012-05-25,2012 연도
2778,국민안전처,http://cyber.ndti.go.kr,2012-05-25,2012 연도
2779,한국시설안전공단,http://www.fms.or.kr,2012-06-01,2012 연도
2780,경상남도교육청 경상남도산청교육청,http://gifted.gnsche.go.kr,2012-06-01,2012 연도
2781,경상남도교육청 경상남도산청교육청,http://special.gnsche.go.kr,2012-06-01,2012 연도
2782,강서구시설관리공단,http://www.gssi.or.kr,2012-06-01,2012 연도
2783,창원시시설관리공단,http://sangbok.cwsisul.or.kr,2012-06-07,2012 연도
2784,충청남도교육청 충청남도교육연구정보원,http://tts.edus.or.kr,2012-06-07,2012 연도
2785,제주산업정보대학,http://jejuiu.ac.kr,2012-06-07,2012 연도
2786,송파구시설관리공단,http://www.esongpa.or.kr,2012-06-07,2012 연도
2787,전라남도 보성군,http://www.greenbs.kr,2012-06-07,2012 연도
2788,충청북도 청원군,http://museum.puru.net,2012-06-07,2012 연도
2789,울산광역시,http://council.bukgu.ulsan.kr,2012-06-07,2012 연도
2790,서울예술단,http://www.spac.or.kr,2012-06-14,2012 연도
2791,충청남도교육청 충청남도금산교육청 금산도서관,http://www.kslib.or.kr,2012-06-14,2012 연도
2792,경기도교육청 수원하이텍고등학교,http://sht.hs.kr,2012-06-14,2012 연도
2793,경기도교육청,http://schoollunch.goe.go.kr,2012-06-14,2012 연도
2794,경기도교육청,http://www.pjsg.hs.kr,2012-06-14,2012 연도
2795,인천광역시 옹진군,http://m.ongjin.go.kr/,2012-06-28,2012 연도
2796,울산광역시,http://m.ulsan.go.kr,2012-06-28,2012 연도
2797,인천광역시 부평구,http://www.bppl.or.kr,2012-06-28,2012 연도
2798,경기도 성남시,http://ucare.seongnam.go.kr,2012-06-28,2012 연도
2799,한국생산성본부,http://www.kpcerp.or.kr,2012-06-28,2012 연도
2800,한국생산성본부,http://ieq.or.kr,2012-06-28,2012 연도
2801,한국생산성본부,http://utq.or.kr,2012-06-28,2012 연도
2802,경상북도 칠곡군,http://hoiedu.chilgok.go.kr,2012-06-28,2012 연도
2803,대구광역시,http://etax.daegu.go.kr,2012-06-28,2012 연도
2804,경기도 파주시,http://www.pajucouncil.go.kr,2012-06-28,2012 연도
2805,충청북도 청원군,http://bulat.puru.net,2012-07-05,2012 연도
2806,충청북도 청원군,http://godmee.puru.net,2012-07-05,2012 연도
2807,충청북도 청원군,http://lotus.puru.net,2012-07-05,2012 연도
2808,경기도교육청 경기도광주하남교육청 동부초등학교,http://mydongbu.es.kr,2012-07-05,2012 연도
2809,세종특별자치시,http://klis.sejong.go.kr,2012-07-05,2012 연도
2810,세종특별자치시,http://www.sejong.go.kr,2012-07-05,2012 연도
2811,교육과학기술부,http://www.hifive.go.kr,2012-07-05,2012 연도
2812,경기도교육청 군포고등학교,http://www.gunpo.hs.kr,2012-07-05,2012 연도
2813,충청북도,http://www.osongbeautyexpo.kr,2012-07-05,2012 연도
2814,부산광역시교육청,http://edunanum.pen.go.kr,2012-07-05,2012 연도
2815,서울특별시 구로구,http://guroccic.guro.go.kr,2012-07-12,2012 연도
2816,재단법인국립합창단,http://www.nationalchorus.or.kr,2012-07-12,2012 연도
2817,충청북도 청원군,http://malmi.puru.net,2012-07-12,2012 연도
2818,한국토지주택공사,http://www.landlove.co.kr,2012-07-12,2012 연도
2819,강원도 인제군,http://lifelong.inje.go.kr,2012-07-19,2012 연도
2820,경기도 안성시,http://anseongcl.go.kr,2012-07-19,2012 연도
2821,한국관광공사,http://www.grandkorea.com,2012-07-19,2012 연도
2822,광주광역시,http://eco.gwangju.go.kr,2012-07-19,2012 연도
2823,전라남도 여수시,http://council.yeosu.go.kr,2012-07-19,2012 연도
2824,울산광역시교육청,http://open.use.go.kr,2012-07-26,2012 연도
2825,울산광역시교육청,http://after.use.go.kr,2012-07-26,2012 연도
2826,경기도교육청 경기북과학고등학교,http://admission.gbs.hs.kr,2012-07-26,2012 연도
2827,환경부 자연보전국 자연정책과,http://www.ecotour.go.kr,2012-07-26,2012 연도
2828,연세대학교,http://www.yonsein.net,2012-07-26,2012 연도
2829,충청북도 청원군,http://obaksa.puru.net,2012-07-26,2012 연도
2830,강원도 강릉시,http://agr.gn.go.kr,2012-07-26,2012 연도
2831,한국수자원공사,http://www.waterpedia.net,2012-07-26,2012 연도
2832,한신대학교,http://www.hs.ac.kr,2012-07-26,2012 연도
2833,강원도,http://www.armyjob.kr,2012-08-02,2012 연도
2834,경상남도 거제시,http://lib.geoje.go.kr,2012-08-02,2012 연도
2835,제주특별자치도교육청 제주시교육청,http://www.jmec.go.kr,2012-08-02,2012 연도
2836,경상남도교육청 경상남도함안교육청,http://consult.gnhme.go.kr,2012-08-09,2012 연도
2837,전라북도 완주군,http://www.wlc.go.kr:8080,2012-08-09,2012 연도
2838,국방부,http://www.yebigun1.mil.kr,2012-08-09,2012 연도
2839,한국산업인력공단,http://www.q-net.or.kr,2012-08-09,2012 연도
2840,경상남도 경남도립남해대학,http://m.namhae.ac.kr,2012-08-16,2012 연도
2841,세종특별자치시교육청,http://www.sje.go.kr,2012-08-16,2012 연도
2842,대구한의대학교,http://www.dhu.ac.kr,2012-08-16,2012 연도
2843,충청남도교육청,http://cnelogin.kr,2012-08-23,2012 연도
2844,국제사이버대학교,http://enter.gcu.ac,2012-08-30,2012 연도
2845,경기도교육청 경기도립발안도서관,http://www.balib.or.kr,2012-08-30,2012 연도
2846,경기도교육청 경기도안산교육청,http://after.goeas.kr,2012-08-30,2012 연도
2847,방송통신위원회,http://www.medianuri.or.kr,2012-09-06,2012 연도
2848,방송통신위원회,http://www.comc.or.kr,2012-09-06,2012 연도
2849,경상남도 고성군,http://gsmuseum.goseong.go.kr,2012-09-13,2012 연도
2850,구로구시설관리공단,http://www.guro-sc.or.kr,2012-09-13,2012 연도
2851,경상남도 거창군,http://www.greensing.kr,2012-09-13,2012 연도
2852,서울특별시 서울역사박물관,http://library.museum.seoul.kr,2012-09-13,2012 연도
2853,서울특별시 관악구,http://lib.gwanak.go.kr,2012-09-13,2012 연도
2854,한림국제대학원대학교,http://www.hugs.ac.kr,2012-09-13,2012 연도
2855,경기도교육청 경기도동두천양주교육청,http://ganap.es.kr,2012-09-13,2012 연도
2856,경기도교육청 경기도동두천양주교육청,http://ishema.org,2012-09-13,2012 연도
2857,경기도교육청 경기도동두천양주교육청,http://sadong.kg.kr,2012-09-13,2012 연도
2858,경기도교육청 경기도동두천양주교육청,http://www.goam.ms.kr,2012-09-13,2012 연도
2859,한국보훈복지의료공단 서울보훈병원,http://mpva.bohun.or.kr,2012-09-21,2012 연도
2860,총신대학교,http://blog.chongshin.ac.kr,2012-09-21,2012 연도
2861,전라남도교육청 전라남도목포교육청,http://week.mpe.go.kr,2012-09-27,2012 연도
2862,통계청,http://www.narastat.kr,2012-09-27,2012 연도
2863,경상남도 창녕군,http://www.yeongsanlib.or.kr,2012-09-27,2012 연도
2864,충청북도교육청,http://www.cbiedu.go.kr,2012-09-27,2012 연도
2865,동국대학교,http://web.dongguk.ac.kr,2012-09-27,2012 연도
2866,경기도 용인시,http://jumin.sujigu.go.kr,2012-09-27,2012 연도
2867,영화진흥위원회,http://scenariomarket.or.kr,2012-09-27,2012 연도
2868,충청북도 단양군,https://ok.dy21.net,2012-09-27,2012 연도
2869,경기도,http://green-driving.gg.go.kr,2012-09-27,2012 연도
2870,동아방송예술대학,http://lra.dima.ac.kr,2012-09-27,2012 연도
2871,국민권익위원회,http://www.simpan.go.kr,2012-10-04,2012 연도
2872,기타,http://www.hp.go.kr,2012-10-04,2012 연도
2873,기타,http://www.khealth.or.kr,2012-10-04,2012 연도
2874,한국환경산업기술원,http://env-info.kr,2012-10-04,2012 연도
2875,창원시시설관리공단,http://jdwelfare.cwsisul.or.kr,2012-10-18,2012 연도
2876,창원시시설관리공단,http://msstadium.cwsisul.or.kr,2012-10-18,2012 연도
2877,부산광역시교육청,http://budget.pen.go.kr,2012-10-18,2012 연도
2878,대구광역시교육청,http://www.daegu-i.go.kr,2012-10-18,2012 연도
2879,전라북도 전주시,http://lib.jeonju.go.kr,2012-10-18,2012 연도
2880,(재)인천경제통상진흥원,http://intsc.or.kr,2012-10-18,2012 연도
2881,경기도 김포시,http://www.fgy.or.kr,2012-10-18,2012 연도
2882,전남대학교 부속시설 언어교육원,http://language.jnu.ac.kr,2012-10-18,2012 연도
2883,성결대학교,http://www.sungkyul.ac.kr,2012-10-18,2012 연도
2884,전라북도 장수군,http://council.jangsu.go.kr,2012-10-18,2012 연도
2885,부산여자대학,http://sahoi.bwc.ac.kr,2012-10-18,2012 연도
2886,경상북도 경주시,http://gjartcenter.kr,2012-10-18,2012 연도
2887,충청남도 공주시 시립도서관,http://www.gongjulib.go.kr,2012-10-18,2012 연도
2888,기타,http://www.yesbepa.kr,2012-10-25,2012 연도
2889,광주광역시 동구,http://art.donggu.kr,2012-10-25,2012 연도
2890,광주광역시 동구,http://dll.donggu.kr,2012-10-25,2012 연도
2891,경기도 안양시,http://job.anyang.go.kr,2012-10-25,2012 연도
2892,경기도교육청 경기도동두천양주교육청,http://deokjeong.hs.kr,2012-10-25,2012 연도
2893,경기도교육청 경기도동두천양주교육청,http://www.hces.es.kr,2012-10-25,2012 연도
